transaction_id,transaction_amount,transaction_frequency,account_age_days,credit_score,income_level,debt_to_income_ratio,num_prev_defaults,num_late_payments,employment_status,loan_amount,loan_term_months,interest_rate,payment_history_score,savings_balance,checking_balance,num_accounts,recent_inquiry_count,utilization_rate,annual_expenses,risk_score,risk_label,risk_label_encoded
TXN000011,10.399653999569312,10,1939,821,180484,0.4438630320770959,1,0,1,5919.52091747505,24,21.052419884328906,49.65211524155515,5981.227601465869,26.56899969674875,1,5,0.8599392450396541,90306,59.538858833965335,Medium,1
TXN000012,1751.778737579156,2,3332,401,88155,0.14402615333518917,0,0,1,29644.094480277807,12,10.149229853626991,90.42188090520268,6480.607019866395,358.1676667520456,7,4,0.8222549934062104,51517,64.23042125379422,Medium,1
TXN000013,893.2147716773376,5,344,730,180788,0.528098742293889,0,1,1,4096.503991472876,24,4.88579599991916,45.18938644399405,323.066121101426,4195.484257266855,7,1,0.36413355435493855,46178,54.80740482559152,Medium,1
TXN000014,119.3438126244735,8,2978,635,195674,0.4806222731507759,0,1,1,28961.04053605985,24,16.998321021688596,11.735157194868684,1325.483861511245,88.55026654163822,9,3,0.47515659541945465,41131,62.67731373052799,Medium,1
TXN000015,100.33949437483169,5,2604,611,133831,0.2864740540544951,0,3,1,9849.232525494079,48,14.138038772673616,83.19606139722295,623.9810996413714,2492.4800747626155,4,2,0.8183421064464453,80093,57.04357858566508,Medium,1
TXN000016,101.30571141612853,4,1589,355,32516,0.5888170626176698,1,2,1,5828.271165395175,48,4.647985407516936,73.66302202647327,6250.643402607573,1835.1310046881165,9,2,0.29056893700101216,15702,62.4627079495878,Medium,1
TXN000017,181.37686473023857,3,872,808,50616,0.5160307589547476,0,1,1,11295.913228522099,48,20.597405078455647,37.4176736105165,2214.1868711743277,2186.9282680903093,8,2,0.27775757603678286,61502,48.723716337129396,Medium,1
TXN000018,371.9639154304272,7,981,300,145967,0.23541032561972067,0,2,1,17806.75307051241,48,19.663579665542464,73.52406347633728,4772.966702400347,2979.6756700139535,9,3,0.7675060641218627,27917,65.8794834870705,Medium,1
TXN000019,282.76853339016833,7,3054,537,145912,0.5438683239037455,0,0,2,26071.796824958576,48,19.828961157941492,1.9445862535390712,740.7648869862138,881.0497084464577,7,0,0.14619568655547865,89036,56.43765258511127,Medium,1
TXN000020,172.11149627697074,3,2853,509,159074,0.14948575339161488,1,1,2,9548.804272527766,36,9.52881998952887,44.218448628279226,1840.0575362694885,2074.101008135,3,3,0.4320096723997646,68055,58.97023422641339,Medium,1
TXN000021,473.1854369498993,3,1525,361,174818,0.44478586258158903,0,0,1,11341.598107415524,36,11.980996745105172,45.489531028154374,3201.220153529816,678.3636200853241,6,2,0.13492818001838613,98152,56.200670045231526,Medium,1
TXN000022,75.11726436366934,2,1684,407,94282,0.16567178222451576,0,2,1,30607.805498804326,60,10.282233688873319,3.669373000345888,5703.1785731903665,982.8815836354804,9,1,0.8044102129386415,54463,68.42772378669689,Medium,1
TXN000023,172.75775600120113,2,1923,469,183763,0.5879623332199664,1,1,1,7220.920582159308,24,18.893173933834227,26.84731237009792,992.1880286545313,3130.655610119152,1,6,0.12864728935373781,19326,70.8365836929925,High,2
TXN000024,228.13860911042352,7,1016,474,183902,0.12484951354064991,0,0,1,20946.439035782983,60,19.557530401302643,30.487087151545687,3016.8206252276364,3653.2343327067388,5,3,0.04332458549454932,27949,48.579887654820965,Medium,1
TXN000025,304.4673439298875,4,3271,417,127883,0.2163809164244654,1,2,1,7738.576072677504,24,8.90965158101096,92.54070396227594,2122.529365799832,173.66587361708756,9,1,0.7948130760449429,40116,60.58377057968626,Medium,1
TXN000026,768.968005515456,1,1168,658,64568,0.36506462727018296,0,2,1,18042.05081851286,24,13.663964929029675,93.45622597869591,1432.7252659349233,3013.757661022576,4,3,0.17028853889255469,15743,47.3584000938539,Medium,1
TXN000027,111.36793106434514,3,676,438,25413,0.39198123138416796,2,0,1,8842.619283834145,12,4.833215875661498,72.23351723615127,1258.0045319842657,803.3123621866796,1,6,0.31971094110927767,35752,65.30353882446393,Medium,1
TXN000028,361.01457751656386,10,1048,840,71892,0.3564571950082499,2,3,1,2697.4297694278252,24,22.885667082748345,88.31045863580148,717.2370696923181,2845.483214888012,1,2,0.45254797333009855,76271,54.36453973621548,Medium,1
TXN000029,448.7523606548803,3,2449,778,152831,0.4700488510857045,0,0,1,2144.831749280716,48,21.366910599359322,50.08941352124373,2355.686216296646,1845.0699443331398,5,1,0.2257132466366938,23262,43.28289102404946,Medium,1
TXN000030,23.781924878204272,6,2229,841,53372,0.10077745735510865,0,0,0,3821.3386365169667,48,19.52204152271605,2.6890438216699786,18112.375919600345,3579.153075989704,6,1,0.5347570556618942,79125,40.47799744219555,Medium,1
TXN000031,467.6665103248051,4,3384,412,72168,0.3819081704201869,2,1,1,3134.968749038154,12,20.62871152391986,73.58973177912553,20145.127857520452,335.46255778490274,2,1,0.8471936188092949,74426,64.45739057734426,Medium,1
TXN000032,93.48062598870821,5,1538,775,42921,0.4074775693754594,1,0,1,5155.395218332613,36,15.600432439848351,31.881305838288053,10213.894591935732,3679.5629904517787,3,3,0.2346063208827962,62793,48.36197434451577,Medium,1
TXN000033,33.63196543965212,3,2716,384,71638,0.20453738933197776,0,2,1,11926.037007807194,36,23.24579928922326,6.40885675096341,2860.343858627147,1565.3268796266661,9,2,0.3779064404174287,46195,64.44854445234228,Medium,1
TXN000034,1486.8438967534653,7,394,529,44461,0.42956836284611244,0,1,1,19825.30876702598,36,11.332878714781366,63.59685036421594,316.47741827153874,5195.960514007865,3,2,0.6464136975529733,42155,66.2652732398872,Medium,1
TXN000035,1685.3151712305862,5,2592,454,132110,0.42699069567762515,0,4,0,1752.714581967903,48,17.10505073913857,20.261531221863073,6221.580658046715,367.52593034135583,3,4,0.8335694312338042,78749,89.01455591158613,High,2
TXN000036,826.1657864064383,2,2035,579,122758,0.3650776536976831,2,1,1,8381.325120381252,12,5.734464646441926,80.85925187751292,3305.5371793908675,180.61699463554922,7,3,0.5978584379469474,45800,64.97932148542735,Medium,1
TXN000037,181.64392998437916,6,2637,428,30052,0.22964458398926804,0,1,1,10838.253646734234,36,24.829711946484686,91.99800692353082,200.03493231168807,2486.7143140311314,1,2,0.005906458588385344,88032,42.01737722357653,Medium,1
TXN000038,51.38865750125312,3,1971,408,90470,0.3082816997179423,1,2,1,7770.30914244387,48,9.893615548743128,86.02412794469294,12657.397354423061,5.815125393493196,9,2,0.562198505005297,73722,56.14255308011419,Medium,1
TXN000039,576.3753815493309,2,3013,817,151431,0.2362232925215005,1,1,1,686.8781445048803,36,24.545969529282335,77.8277281922238,869.3812866586962,2635.2112246948977,8,0,0.5986855139619224,81226,46.04334113238348,Medium,1
TXN000040,290.0454212926992,7,1357,484,188759,0.4848623874219675,0,2,0,10210.886277940781,12,18.026223427031358,10.032122865563142,4161.642319115937,434.4721453242394,6,3,0.7438785405261983,67716,74.7067100987708,High,2
TXN000041,65.07611697722432,6,2254,313,83118,0.40930007064598606,1,3,1,3947.3887118937364,60,13.246283901018034,41.29631633892941,2698.2677407608876,2380.2686709127893,1,1,0.6881145985763677,68745,74.65513525779136,High,2
TXN000042,341.7736140670751,3,3386,368,62365,0.17560677907654107,1,0,1,2707.315434632731,48,14.969359909236022,82.94881309941793,6018.879274717615,3862.7549333152792,8,2,0.4360284972923235,97385,52.64082982680943,Medium,1
TXN000043,17.49686072173954,5,2791,824,198387,0.3838051238553267,0,0,2,5878.875905467528,60,9.386856642815605,15.668128411200687,4245.69804801,84.49289071803614,9,2,0.4723734214900883,51842,48.86873800154884,Medium,1
TXN000044,1200.2114436965119,7,2094,631,40200,0.5516294207542131,1,3,2,12511.9291867304,48,15.079628796601394,97.10511932884712,296.81339129210045,906.7742925975623,7,1,0.448990035918037,46250,61.84243789744321,Medium,1
TXN000045,149.72888842034305,4,1799,337,173236,0.5163991742239132,0,0,1,7944.745017571504,12,9.448758594661118,73.10047662198231,3278.217903362404,1719.2332419497693,4,1,0.3190136931487747,97561,52.82145246525706,Medium,1
TXN000046,543.1278992824901,4,548,809,132280,0.5456023690789795,0,0,1,2915.8030164150778,24,22.02618823331342,54.00037483499891,2480.1208635296866,2021.1941007023331,5,8,0.7601925306348998,54538,64.55522558969813,Medium,1
TXN000047,186.77329082881184,3,2248,609,182625,0.558503954095217,0,2,1,1798.859864372566,36,17.239236071525273,80.62745906362572,4635.457035890152,3312.8955692482496,6,2,0.68949171818371,67565,56.73748498485184,Medium,1
TXN000048,367.0554479546143,6,1344,364,64762,0.19410428526781656,0,2,1,4282.37198308776,12,8.451250616728773,97.14729700349257,1920.2364320602956,2362.20031740289,5,5,0.2781312913377816,91029,55.2243954025593,Medium,1
TXN000049,395.6118989908988,4,1733,714,114814,0.45981604282801825,0,1,1,345.44372551805117,12,6.088886306414127,5.867606111804213,2973.803608059558,391.07378927989805,8,2,0.8162042867106386,95630,66.22775744952241,Medium,1
TXN000050,102.19429975395288,5,1258,725,140943,0.4221817149463557,0,0,2,21315.226266466583,24,4.157817482235197,65.88743462076897,3874.310066384305,170.63218727736177,2,3,0.7766255467998949,40538,51.48548169856952,Medium,1
TXN000051,1746.4035663681132,7,163,733,32181,0.11669492241098026,1,2,1,3447.7811620042057,12,8.8714000675477,96.46738658672541,3716.8312692311447,5323.657954073508,7,1,0.9133600599567553,38085,59.21675858161747,Medium,1
TXN000052,746.1226885690704,4,1518,578,33674,0.48910272613731287,0,0,1,21769.583632316106,24,18.5715552303204,32.503398868620735,5842.415627177347,936.2397245792822,6,1,0.465060918374376,79556,57.383144977226664,Medium,1
TXN000053,1402.547209645791,3,2628,526,100580,0.20359649330097693,1,0,1,12714.731464872179,60,9.858698680372175,58.98259705244517,741.395363960255,1346.9544888835496,6,1,0.42326714949631694,42235,58.940351964823265,Medium,1
TXN000054,1126.0759987670983,1,2969,508,60495,0.5585044566437577,0,2,1,28675.299075418006,12,17.01290643282944,89.47505897851114,762.9123671972259,642.0326931050571,8,3,0.0265853781142521,34755,55.853905239310976,Medium,1
TXN000055,455.5272061916375,5,2622,715,104645,0.5176390796448447,0,2,2,8630.57402102627,12,22.69774066510053,59.48702312511409,94.10859044398808,848.5453286956715,8,6,0.7500497176589473,23718,67.51318241008367,Medium,1
TXN000056,1274.7176896347025,8,3463,739,135014,0.4844467276808405,0,1,1,14452.955183951919,24,24.393152504613997,19.749052316632245,1757.5188251089198,1681.0137973664184,4,2,0.07150136506284266,83606,56.74906900968056,Medium,1
TXN000057,46.32772947655781,5,2228,355,192568,0.44839227150087646,0,1,0,1897.9598198525402,48,19.60363046204133,12.208258404307749,685.1386976307315,1293.1950290439024,7,4,0.5175099650204034,11924,72.65153034764697,High,2
TXN000058,109.06734731563373,5,1937,399,45154,0.3350408186938907,2,2,2,11060.847587738399,60,17.65233772531925,24.645148742134225,401.31143341057464,8610.392965631485,7,3,0.4171681155638116,70258,75.30604248345813,High,2
TXN000059,23.140982843415976,3,2110,589,66168,0.49892208886071887,0,1,1,7782.718169582839,24,18.530192617885678,38.85011517700391,8448.932453740752,1157.7362095046033,7,2,0.9245317239783446,14308,62.7061557244758,Medium,1
TXN000060,196.7660434015434,3,3190,794,73241,0.5096157763775846,0,1,1,6431.820132935451,60,6.149747399638459,64.54978911202176,1579.6561494713942,1624.501533933719,2,1,0.31700484143735386,33336,43.68678035074577,Medium,1
TXN000061,246.0651458971093,6,1536,594,147070,0.1492403097092815,0,0,2,2593.1015007529572,36,19.028697449339013,64.26205950805594,7385.2486942956275,3314.0834613617903,7,2,0.5419300688072196,76188,45.066012282124554,Medium,1
TXN000062,158.28022160441284,5,2619,513,25997,0.26552897574442236,0,0,1,11654.20846569257,24,12.807204183592285,13.968618560833912,584.4597043413701,5838.14396144077,7,2,0.7320969405674174,83803,63.033072945882736,Medium,1
TXN000063,882.278932620467,7,806,809,117584,0.25832605342504655,1,1,0,7291.2555605101525,36,7.600274380777972,4.374303562432081,2713.8377333099265,3749.865196277183,3,4,0.3166517980304516,88278,62.479503888027196,Medium,1
TXN000064,220.61349976493509,6,3227,569,62409,0.16230822533243675,0,0,1,19838.326337099566,60,4.413312448851748,7.008733309580595,4495.370722500368,2002.3091656131644,6,2,0.46992386506655415,54814,55.38260891608148,Medium,1
TXN000065,164.9014200671246,8,1124,465,147283,0.5878952280652573,0,0,0,973.6071613861502,24,12.830469659523787,4.5997906778939885,8276.089020629372,210.86933114154743,1,7,0.29426046578626297,71245,70.07790387040237,High,2
TXN000066,391.203541603873,8,2139,671,192351,0.3917972294090839,0,0,1,696.5900788140773,60,7.069209939907942,52.323938871720564,1094.110147007674,5183.102776389162,1,2,0.10527589591142972,41416,44.50260646513474,Medium,1
TXN000067,75.94907391031443,8,1765,311,66194,0.3948989755444958,0,0,1,1075.6880830661355,12,16.765851990447253,38.5189589047476,20168.28305780159,6600.1320439604615,8,3,0.39256666490940473,13687,55.94094929942188,Medium,1
TXN000068,810.2417978873656,9,3428,739,174332,0.291228067676194,0,0,1,3817.991611809201,48,7.486792677047424,31.76670835306219,1841.36894763393,1687.1713512892065,8,3,0.6077577987873202,42334,56.88274169315303,Medium,1
TXN000069,38.73793440565451,5,2823,691,58603,0.48434236238994344,0,0,1,16526.40475727094,24,10.833790289386663,93.59248451596928,22618.85364060187,418.6685193310688,8,1,0.7375362688541816,63178,38.06687057842086,Medium,1
TXN000070,2167.07316979366,3,760,776,119370,0.33782494638165195,1,0,1,8242.701016890209,48,19.91195899096852,53.69876435794866,2339.379481892144,137.25277291484534,6,1,0.8746274721809109,97233,66.54576383341907,Medium,1
TXN000071,739.7418881207557,4,1206,722,94558,0.47112367654983833,1,2,1,9355.225809951606,24,20.140045697730855,88.3671584810553,14439.748080411011,22.286342163482146,6,1,0.1513045097874235,40262,44.07649709124091,Medium,1
TXN000072,110.76972025294297,5,1228,757,136377,0.5390080240870925,0,1,1,8033.575048603805,60,4.813051522765531,80.08716286936213,121.7629992062292,2391.60145425077,8,1,0.12172274099754288,13993,39.27789662266956,Medium,1
TXN000073,2.7687101879677374,6,1360,329,80414,0.4284625469863682,0,1,1,8931.740582390288,24,20.522208962249554,52.89553282194722,37.20838515074259,923.1996089279062,9,2,0.3530981400974431,28515,59.896947489296494,Medium,1
TXN000074,844.948388743063,7,3061,641,192120,0.4115628425565536,0,1,1,141.27675736773062,48,20.161180456641052,58.24736278477245,3137.835807351612,835.9699126713,2,1,0.7891842680075439,88207,59.26636426944647,Medium,1
TXN000075,613.5479536935223,4,383,614,128163,0.4934585976575797,0,1,1,12213.454805579404,36,11.82943568833752,31.3549548404904,11712.204642048084,383.94255884312895,7,2,0.2551409416016609,17669,54.327055090831934,Medium,1
TXN000076,652.8314543939995,6,1425,354,179569,0.3515053809512093,0,3,0,15614.040003599972,12,14.954487336190141,60.32059461069873,3083.3109745986426,1614.9653079860798,3,2,0.5200655883815514,25263,67.32320606610206,Medium,1
TXN000077,737.6072630217567,13,1255,776,181851,0.5058207920634865,0,1,0,35866.56547079064,48,23.942457419521535,10.857706337166606,2189.9648406332835,7596.664712928529,7,1,0.32023386895870365,95395,56.54490649338481,Medium,1
TXN000078,38.464632756898176,3,2714,497,119590,0.1462494161896468,0,3,1,11254.942498136626,60,17.98151737180237,37.345557329510356,6815.615672930619,874.8621367585346,1,0,0.06163956736813769,42068,47.12226589737342,Medium,1
TXN000079,221.94633620811624,7,961,605,153509,0.22096345661486125,2,1,0,7507.534630583894,24,13.627856904046046,49.489201503867704,148.0492783725361,1455.6743971363817,5,0,0.4166113244589057,13845,56.17015369707698,Medium,1
TXN000080,61.575052302224826,7,1004,718,153033,0.5622976305674265,1,2,1,7498.927567512037,36,23.17317101545229,51.27130147783642,1753.84230263731,745.7471446671262,1,2,0.19426497521800645,35330,54.534794749260605,Medium,1
TXN000081,994.2647858291114,2,1411,697,73675,0.18559708360475827,0,1,1,3953.769978375559,24,14.431151924361362,69.82102107640803,757.436710398112,304.62496133821634,7,2,0.7568572447535712,99108,54.64818557322618,Medium,1
TXN000082,488.150595856187,5,1769,496,109484,0.3265324931358595,1,1,1,6404.501329444878,36,24.118164743050144,71.39829423882848,10979.78492495176,1414.8011588670033,6,2,0.9277742354443216,70223,63.3911705923785,Medium,1
TXN000083,200.9094006256505,2,3291,601,115948,0.3403609842112506,1,2,1,420.347379069889,24,7.136509399747907,71.13290979217206,6724.988464325471,425.2921021132629,8,1,0.7108898203993401,95498,57.184560114050775,Medium,1
TXN000084,32.83403290239144,4,2743,846,107580,0.30875904567805634,0,4,2,34638.678951943424,60,4.385198280987614,91.74919047061499,7496.491476064072,1766.5354471232588,4,0,0.42488852020667844,48671,38.48627931628695,Medium,1
TXN000085,186.24417520517687,3,989,498,131221,0.5334545134584585,1,2,1,965.0542643396565,60,23.049014038825618,59.18392518154562,1068.9190330105914,606.8021746889005,6,4,0.23080317737789147,75375,64.35126360809575,Medium,1
TXN000086,196.65710659206567,3,533,397,31772,0.474868029125178,0,2,1,1781.7129108164768,48,18.623184531705608,74.11135274141859,8823.28222218092,1126.5248567277758,3,3,0.2062446096465056,71297,54.91953848551917,Medium,1
TXN000087,653.9378919788704,1,1798,318,152069,0.505103130685151,0,0,0,7158.735754485885,48,15.968321420200226,8.09721044863425,4458.2767268778225,3472.2701486638844,7,0,0.922496133592874,58096,75.61246554902631,High,2
TXN000088,507.44467946300995,7,3334,472,109711,0.5956478182881921,0,0,1,5621.032558599612,24,22.682892243224007,68.1589573714907,9878.732115671559,508.53206082228206,8,3,0.6777035447645353,17568,60.4903983032052,Medium,1
TXN000089,1091.1259562007574,4,3363,803,51185,0.5874101949337995,0,1,1,20636.18248201018,36,7.468078412101709,22.4662269002604,2138.6699329879098,2755.1601864488352,9,5,0.7968884537143175,88512,72.31162395459047,High,2
TXN000090,319.5330666881549,9,3168,609,85491,0.5460526695126556,0,0,1,3645.3339950643845,24,3.1928966906779817,51.173340666128276,1782.1537601929415,2035.8852758975172,2,1,0.3858842256042576,40926,51.589093801480224,Medium,1
TXN000091,63.68619680775095,4,3320,758,188334,0.38281691562966835,0,1,1,12703.783676457006,48,9.686406269609424,65.51065444099979,5402.491390510694,4139.374897167475,1,1,0.938769592628599,21305,50.92062044476402,Medium,1
TXN000092,624.5631721582997,6,3078,700,166875,0.2506514718670031,0,0,0,5503.580108531588,48,9.206900913935122,25.590209929165763,9718.823961678496,7143.737625018238,7,1,0.25278774531949444,58911,45.14746378715633,Medium,1
TXN000093,715.196376538432,3,974,678,196840,0.4618524803347729,1,0,1,4812.771515666103,24,14.042740124500034,49.147055720652574,1902.4672729185702,369.76444381182705,2,1,0.16436077660919324,47119,51.34442409536704,Medium,1
TXN000094,411.9437474429144,8,2895,581,193995,0.5746381992353944,0,1,1,2361.098737518365,12,12.402417680476626,50.532609294141636,4833.429248292527,5095.594615547336,5,3,0.0083282169865454,51015,51.98719314802278,Medium,1
TXN000095,736.9449833606823,6,2152,624,149517,0.59511380138117,0,3,1,16798.690211240755,48,3.883781864152907,71.78009417251366,2632.187541988704,1983.1971675966454,8,2,0.20974084420056782,34861,56.79280386140891,Medium,1
TXN000096,340.407365755139,5,1809,471,97690,0.40661273028887635,0,2,1,2196.583059791818,24,18.1851158551832,93.59803480370951,1276.214236891525,1260.161942842728,6,1,0.8681282080623037,74419,59.520295134860305,Medium,1
TXN000097,369.83941938863353,3,1296,591,196490,0.45040127184948286,1,0,1,98.64577178954649,36,13.0973674348786,52.965848647546146,875.3298131070435,1857.5606149596117,7,3,0.7836772671758325,83535,65.26098718802001,Medium,1
TXN000098,278.90709695421367,11,1710,316,146592,0.23936395268202823,1,1,1,17739.41591455973,24,20.97049680807336,2.0517427932908228,1697.1706659483,1465.4022070159297,2,1,0.5700600168863734,59589,73.15077104841069,High,2
TXN000099,12.873886995056864,7,724,621,67655,0.2007876063033953,1,2,1,2376.844089043672,24,24.117265684715548,29.439426370269018,846.2684823374706,6061.514332953595,5,2,0.931842051382426,39925,67.58050605085803,Medium,1
TXN000100,57.08371759593292,6,2265,437,161172,0.4194198738659506,0,1,1,1631.9003534378742,12,3.6783197127310796,6.249747932301419,10640.070106625919,432.6082005601352,9,1,0.7830117035135036,32477,66.8365579161162,Medium,1
TXN000101,15.966840646526911,6,203,795,53352,0.21256992633975338,0,0,0,2216.145445698803,36,22.646447762206915,26.630970888889248,4793.852369050088,625.4454351322734,7,2,0.2229767757868436,20348,40.51127774305613,Medium,1
TXN000102,505.8647754637747,6,988,697,25141,0.29767288714423656,0,3,1,27829.13164563389,60,10.627434902978251,96.16320887624158,6046.284252657688,2467.57117318271,3,2,0.6411300988427152,45334,50.13091699679203,Medium,1
TXN000103,188.69835439754993,6,461,474,137280,0.3462877697767416,0,0,1,11138.981814908033,60,9.069333453072574,73.99005762807799,22582.293029441775,2955.771112943211,5,4,0.5095450844130756,84320,47.757142330104934,Medium,1
TXN000104,355.218588567095,5,3163,519,106537,0.5663480331601073,1,0,1,11727.725081097247,60,21.793032051884076,63.34171090070936,10293.400404746906,2229.838365686483,5,2,0.6971417345775454,64109,61.19412445568078,Medium,1
TXN000105,1190.6327649229877,8,1809,451,97500,0.5887793769987604,1,1,1,1654.5683609158295,48,12.712795134545805,99.62268342986123,7279.5612452689165,1769.947843214567,3,4,0.9902781324128664,73621,74.51589278572015,High,2
TXN000106,143.36941149164917,6,1197,490,152730,0.223551167174086,0,1,2,9525.917756768942,12,19.187020530834918,80.2515956612833,14345.445057340354,438.89446502534867,7,0,0.8423051104552586,37580,47.89474076096998,Medium,1
TXN000107,264.1409874413363,8,2457,618,92594,0.16599112876354175,0,2,1,19781.35791873664,36,21.189524929638672,4.523650606145502,9980.009865419826,2495.654773315659,1,0,0.06645368769692284,62927,47.40736745300813,Medium,1
TXN000108,704.3745737692917,13,264,472,57059,0.21244108032587525,0,0,1,11397.798906203025,24,13.29180852673932,92.42597329324445,2660.042933319435,1814.0947252986084,7,3,0.8642208242651137,60303,56.66510863237506,Medium,1
TXN000109,129.902578458697,4,3550,532,196978,0.35944422601738146,0,2,1,799.8460322456466,48,5.0264768511618945,58.59542983862761,9636.88518607623,1394.0781031907122,2,1,0.3039341116824382,79722,49.10247394646289,Medium,1
TXN000110,40.05213927508818,1,845,532,152747,0.4914571279897846,0,1,1,5676.253693943857,12,5.221230758635247,55.937502993345724,5179.658199173157,1504.5547165439305,7,1,0.7933716775832537,55419,58.64847930469196,Medium,1
TXN000111,171.07015194352854,4,2643,384,39871,0.3609953699889791,0,1,1,12429.256851694097,24,24.12161747467916,62.98531745695062,4091.760752689808,447.7011409340136,9,3,0.39885460401091044,40385,57.54604017640701,Medium,1
TXN000112,87.90417925003142,2,2523,323,77114,0.5665678096770084,0,1,2,974.7236637189854,12,24.30389370853966,9.3902873685915,3329.6593297003856,1133.639872383919,6,2,0.6302523214392768,74837,73.99082417122801,High,2
TXN000113,1327.4750429403123,7,3491,782,82904,0.4187079286650208,0,1,1,4458.9303357610415,36,8.079850418010494,77.81511430669124,9914.977529244607,2623.5972259816035,7,1,0.9019998192421413,54961,54.47370360708469,Medium,1
TXN000114,825.4435402422847,4,2028,616,130901,0.3418272036369936,0,2,1,12488.94637040102,36,5.59693390573364,60.86999931571647,7533.248297584668,1124.5981731478373,2,2,0.8938421064006687,43868,62.703212790304384,Medium,1
TXN000115,501.7470952602655,5,190,538,40420,0.4851464207181623,0,0,1,18159.312207935785,24,24.446417118967783,21.97654293971224,3628.676699502155,3168.188919751373,7,4,0.710697737013048,67613,68.82616623003989,Medium,1
TXN000116,1025.7598652604065,8,2276,559,190322,0.5768507678562059,0,4,1,10156.211648964454,36,18.860616296602362,32.29928667535806,1144.0236191211764,381.2458157232917,7,3,0.3742537397036666,33667,74.4123547101274,High,2
TXN000117,813.9844703702782,6,3429,520,97938,0.2665790430239636,1,1,0,18202.387744086944,36,19.88653429204127,21.119350945772965,1305.2494639227582,1620.3568650303855,4,0,0.17332222461945845,58503,59.24578755404802,Medium,1
TXN000118,103.24773817931954,5,2706,544,72211,0.23750011218215214,2,2,0,10622.349671741946,12,9.870226948421978,43.626376861541,4473.03282227491,1196.0491058639982,2,5,0.8245861715059457,94675,74.99296209396817,High,2
TXN000119,1115.4067026177804,2,967,690,72742,0.20667757060666317,1,2,1,26903.313716530516,36,3.1640705732167382,82.5437587557263,6752.612987349062,5033.700835044848,2,1,0.15101617826708447,25337,46.45692561992581,Medium,1
TXN000120,387.549950983086,6,3224,684,144237,0.3678230201171262,0,2,1,136.9344321063682,24,10.52591643645842,91.88202321922485,1153.1258003711057,1182.013443771334,3,3,0.8936268606462809,41504,56.92555587216518,Medium,1
TXN000121,823.6741456517831,5,1595,752,93416,0.3341174588486524,0,2,1,4300.556192123507,48,6.931187512985061,55.75633768868593,8407.802438753884,4191.1670158078805,7,3,0.8138540923432281,94729,59.389279784781344,Medium,1
TXN000122,1132.1213246431157,6,548,376,102980,0.22360678566000267,0,1,1,667.1357937683974,60,21.11960159246278,71.93185449858251,5948.42478316723,136.0354361842687,9,4,0.018892292510915953,60689,54.53718597767764,Medium,1
TXN000123,191.36535820915924,3,3013,747,185169,0.4608326169605437,0,2,1,4772.831679159362,60,11.152970885247003,11.200728920646553,474.2959280872,60.08374581108788,2,4,0.9689820248596335,50222,72.35309694912193,High,2
